case_id,duration_days,duration_bucket,is_long,n_events,n_rejections,n_reminders,n_approvals,has_rfp,start_activity,end_activity,starts_with_trip,ends_with_payment,ends_with_reminder,permit_approval_days,approval_to_trip_days,trip_duration_days,decl_to_payment_days,compliance,case:OrganizationalEntity,case:RequestedBudget,case:TotalDeclared,case:Overspent,budget_utilisation,variant_rank
travel permit 10470,14.404467592592594,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.13005787037037,0.0,4.0,7.392465277777778,type_b,organizational unit 65458,1242.7336095367289,679.3032475950181,0,0.5466201625046991,1079
travel permit 10482,21.287141203703705,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.9503125,7.6065625,3.0,3.258425925925926,compliant,organizational unit 65455,1716.8069660198182,2259.5394907615673,1,1.3161290322580645,1
travel permit 10493,112.28472222222223,long,1,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,4.949479166666666,64.60519675925926,0.0,21.00351851851852,compliant,organizational unit 65466,264.03560511870654,190.42408151409435,0,0.7212060715390354,9
travel permit 1050,159.09913194444445,long,1,24,4,0,9,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.881736111111111,109.48708333333333,13.0,0.0,compliant,organizational unit 65460,2113.3762835528096,1017.5184925332065,0,0.4814658423357766,145
travel permit 10508,139.783125,long,1,8,0,2,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,6.751875,17.780821759259258,11.0,,compliant,organizational unit 65458,41.73465480402988,0.0,0,0.0,10
travel permit 10514,139.6104513888889,long,1,8,0,2,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,1.7903125,15.569756944444444,3.0,,compliant,organizational unit 65454,0.0,0.0,0,,10
travel permit 10520,28.088877314814813,short,0,18,4,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.789050925925926,10.569733796296296,1.0,4.346273148148148,compliant,organizational unit 65454,159.69602600640178,213.76886942244832,1,1.3385985535662541,35
travel permit 10538,200.40903935185187,long,1,12,0,2,4,1,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,3.508576388888889,76.64994212962964,4.0,,compliant,organizational unit 65457,2737.4209883498374,1039.7955692181552,0,0.37984496124031003,71
travel permit 10549,62.79668981481481,medium,0,19,4,0,7,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,32.28545138888889,0.0,7.0,22.815324074074073,type_b,organizational unit 65458,1251.8949575486236,997.438693305738,0,0.7967431191342565,1078
travel permit 10569,139.31666666666666,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,4.6802777777777775,17.385891203703704,8.0,,compliant,organizational unit 65459,0.0,0.0,0,,3
travel permit 10575,10.729953703703705,short,0,11,0,0,5,0,Start trip,Payment Handled,1,1,0,2.988425925925926,0.0,4.0,3.2714930555555557,type_a,organizational unit 65460,1455.8619330084905,1873.9489775535092,1,1.287174927145087,379
travel permit 10587,38.160243055555554,short,0,13,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.8604166666666667,19.569837962962964,7.0,5.123564814814815,compliant,organizational unit 65454,1495.9206044672196,2295.1181004247555,1,1.5342512788251716,1077
travel permit 10601,107.2065625,long,1,14,2,0,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.8611805555555556,69.61535879629629,6.0,27.09230324074074,compliant,organizational unit 65454,2094.7516756207247,886.558044631545,0,0.4232282303193942,84
travel permit 10615,30.974155092592593,short,0,11,0,0,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.6353703703703704,0.6081944444444445,9.0,6.066585648148148,compliant,organizational unit 65458,2025.9861069585024,2341.60297347128,0,1.1557843192649506,23
travel permit 10626,83.93907407407407,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.5291203703703704,67.67981481481482,8.0,6.2354513888888885,compliant,organizational unit 65460,793.3754239100745,1163.9445267654726,0,1.4670791301160855,1
travel permit 10636,22.730266203703703,short,0,12,0,0,6,0,Start trip,Payment Handled,1,1,0,5.891111111111111,0.0,2.0,7.2877777777777775,type_a,organizational unit 65461,1420.91007993955,1148.9924164761312,0,0.8086313361398724,15
travel permit 10648,141.30591435185184,long,1,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.88599537037037,112.68989583333334,2.0,16.21730324074074,compliant,organizational unit 65461,1271.3405978406502,572.6685426763327,0,0.4504446280162847,2
travel permit 10660,36.304525462962964,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,5.885011574074074,5.689618055555556,1.0,17.35105324074074,compliant,organizational unit 65461,897.4168925934001,715.2264564915048,0,0.7969835005273944,2
travel permit 10672,83.8991550925926,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.703287037037037,60.46574074074074,3.0,22.27627314814815,compliant,organizational unit 65461,859.6701632365955,329.45559635917897,0,0.38323488524808474,70
travel permit 10682,44.31376157407408,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9411574074074074,4.642256944444444,8.0,28.059155092592594,compliant,organizational unit 65460,1114.8689120525412,1492.423963886244,0,1.3386542110485449,1
travel permit 10692,27.23783564814815,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.851076388888889,6.656712962962963,0.0,12.28517361111111,compliant,organizational unit 65461,56.82772106595762,39.97899935286475,0,0.7035122753992326,2
travel permit 10704,27.237002314814816,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,6.850173611111111,8.656782407407407,0.0,10.270694444444445,compliant,organizational unit 65461,56.82772106595762,42.644265976389065,0,0.7504130937591814,2
travel permit 10716,65.13049768518518,medium,0,24,6,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.7604166666666665,11.64,4.0,7.8161805555555555,compliant,organizational unit 65464,870.451317221731,844.0911040253584,1,0.9697166140428072,1076
travel permit 10741,54.361921296296295,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,13.013680555555556,0.0,0.0,11.292303240740742,type_b,organizational unit 65456,30.46416300614459,35.98710016201018,0,1.1812929229255902,21
travel permit 10751,169.87703703703704,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,0.9621759259259259,72.66417824074074,5.0,,compliant,organizational unit 65460,605.7011062354684,0.0,0,0.0,3
travel permit 10756,54.3071875,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9311226851851852,39.64599537037037,5.0,7.009791666666667,compliant,organizational unit 65455,828.8869077573464,693.025778117808,0,0.8360920791871028,1
travel permit 1076,43.958020833333336,short,0,18,0,0,9,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,9.446990740740741,0.0,1.0,6.2450578703703705,type_b,organizational unit 65456,646.2609641439672,241.57808318272322,0,0.373808873792518,1075
travel permit 10766,22.306030092592593,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9655902777777777,5.610393518518518,2.0,10.070046296296296,compliant,organizational unit 65455,314.33060417437724,133.8860087137877,0,0.4259400991686875,2
travel permit 10778,78.26762731481482,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,14.125613425925925,35.4119212962963,1.0,26.964861111111112,compliant,organizational unit 65456,868.1404941465522,141.0203025967756,0,0.1624394940077173,2
travel permit 10790,112.25049768518518,long,1,7,0,2,2,0,Start trip,Send Reminder,1,0,1,0.7074074074074074,0.0,3.0,,type_a,organizational unit 65457,107.15794211179227,0.0,0,0.0,45
travel permit 10795,91.05528935185185,medium,0,19,6,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.689074074074074,0.636261574074074,4.0,83.15039351851851,compliant,organizational unit 65472,1154.0544875632345,860.2905631491105,1,0.7454505592414434,166
travel permit 10814,27.305439814814815,short,0,15,2,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,10.037662037037038,0.0,3.0,13.141145833333333,type_b,organizational unit 65464,632.4805811045782,297.1858295443761,0,0.4698734450081679,164
travel permit 10830,139.62541666666667,long,1,7,0,2,2,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,2.7686805555555556,35.606145833333336,2.0,,compliant,organizational unit 65454,820.736721310313,0.0,0,0.0,3
travel permit 10835,49.9166550925926,short,0,11,0,1,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.5472916666666666,1.6392939814814815,4.0,4.307916666666666,compliant,organizational unit 65464,647.9922330185337,827.55251574335,1,1.2771025231095332,14
travel permit 10845,73.05371527777778,medium,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.6830324074074072,61.640590277777775,0.0,0.0,compliant,organizational unit 65454,225.53007963579802,165.40550744647396,0,0.7334077463794741,7
travel permit 10860,21.04696759259259,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9053703703703704,0.0,2.0,12.288668981481482,type_b,organizational unit 65454,272.1565780806165,36.13637600106453,0,0.13277788931620252,57
travel permit 10872,94.04578703703703,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.598773148148148,66.71681712962963,3.0,20.36380787037037,compliant,organizational unit 65454,738.4650523058623,791.9796995472652,1,1.072467406648836,2
travel permit 10884,94.02975694444444,medium,0,15,2,1,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.7951967592592593,18.504363425925927,12.0,14.281215277777777,compliant,organizational unit 65456,887.4785770081648,829.6416296818738,0,0.9348300355358787,383
travel permit 10898,39.20570601851852,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,1.1322106481481482,9.343425925925926,4.0,5.135162037037037,compliant,organizational unit 65458,347.3035045788969,264.49382603262535,1,0.761563942043494,1
travel permit 10909,28.09002314814815,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.6940972222222223,0.6657638888888889,10.0,5.162106481481482,compliant,organizational unit 65455,776.9013928196762,595.6244011617517,0,0.7666666666666667,1
travel permit 10920,141.90324074074076,long,1,8,0,2,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,1.9541550925925926,21.698668981481482,9.0,,compliant,organizational unit 65456,0.0,0.0,0,,10
travel permit 10927,113.77502314814815,long,1,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,32.55052083333333,39.49445601851852,3.0,11.162488425925925,compliant,organizational unit 65454,870.1217541337425,1122.5998620395376,0,1.2901641140522362,1
travel permit 10937,70.35726851851852,medium,0,14,2,0,5,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.9571643518518519,32.6700462962963,5.0,27.274108796296296,compliant,organizational unit 65460,754.8500862470297,468.7222395558196,1,0.6209474544624045,49
travel permit 1095,95.13214120370371,medium,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.005625,73.39622685185185,10.0,0.0,compliant,organizational unit 65456,3039.9205057092286,2389.395047922043,1,0.7860057667411224,7
travel permit 10951,37.505763888888886,short,0,6,0,0,3,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,6.94380787037037,18.56195601851852,12.0,,compliant,organizational unit 65457,605.7306276299356,0.0,0,0.0,13
travel permit 10958,126.32822916666667,long,1,25,8,0,7,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,10.81681712962963,5.7810648148148145,5.0,99.05091435185186,compliant,organizational unit 65466,1220.5097132870576,911.9559123040389,1,0.7471926707145767,1074
travel permit 10984,19.730266203703703,short,0,14,2,0,5,0,Start trip,Payment Handled,1,1,0,4.970659722222222,0.0,4.0,7.313877314814815,type_a,organizational unit 65466,1583.5523035141873,1328.5087015441497,0,0.8389421041515017,1073
travel permit 10998,74.1912962962963,medium,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.9823958333333334,12.47888888888889,4.0,5.263923611111111,compliant,organizational unit 65457,902.5751991630141,983.3784977218546,1,1.0895252812549823,1
travel permit 11008,89.78153935185185,medium,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,2.5702430555555558,60.48123842592592,7.0,0.0,compliant,organizational unit 65460,2353.7020450124533,5552.420581135298,1,2.359015914058026,7
travel permit 11023,71.73001157407407,medium,0,18,4,0,6,0,Start trip,Payment Handled,1,1,0,9.135636574074073,0.0,2.0,38.247511574074075,type_a,organizational unit 65459,421.796236952442,233.79280844171006,0,0.5542790284970477,1072
travel permit 11041,77.97846064814816,medium,0,15,0,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.7280324074074076,36.52028935185185,7.0,0.0,compliant,organizational unit 65459,2341.9038025622176,2716.297566867931,0,1.1598672686282412,7
travel permit 11056,143.79149305555555,long,1,20,0,0,8,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.5795254629629629,131.48188657407408,3.0,0.0,compliant,organizational unit 65460,1111.339352553124,1621.19281771457,0,1.4587738785548623,33
travel permit 11076,108.23902777777778,long,1,18,0,0,9,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.9638425925925924,72.54524305555556,2.0,7.944386574074074,compliant,organizational unit 65458,1691.921035663287,578.6367470582518,0,0.34199985393018517,224
travel permit 11094,164.23533564814815,long,1,18,2,0,6,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.03332175925925926,102.47175925925926,7.0,0.0,compliant,organizational unit 65455,1656.5786508915703,1326.6035890169383,0,0.8008092995179917,31
travel permit 11112,94.23149305555556,medium,0,18,4,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,3.956111111111111,71.54524305555556,4.0,11.997858796296295,compliant,organizational unit 65458,1505.4537558478273,1332.7308119081786,0,0.8852685157091549,35
travel permit 1112,253.73001157407407,long,1,10,0,0,4,0,Start trip,Payment Handled,1,1,0,0.6038310185185185,0.0,7.0,19.985081018518517,type_a,organizational unit 65460,3413.228880369466,2218.554094082189,1,0.6499869102953449,8
travel permit 11130,85.47369212962963,medium,0,7,2,0,2,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,,,3.0,,type_b,organizational unit 65464,737.8940112886746,0.0,0,0.0,100
travel permit 11136,17.62434027777778,short,0,5,2,0,0,0,Start trip,Permit REJECTED by EMPLOYEE,1,0,0,,,3.0,,type_a,organizational unit 65454,1251.0382555965812,0.0,0,0.0,51
travel permit 11140,125.7880439814815,long,1,8,0,2,3,0,Permit SUBMITTED by EMPLOYEE,Send Reminder,0,0,1,6.971053240740741,4.5666319444444445,0.0,,compliant,organizational unit 65460,101.49638599348742,0.0,0,0.0,10
travel permit 11147,29.730150462962964,short,0,18,4,0,6,0,Start trip,Payment Handled,1,1,0,4.7256481481481485,0.0,7.0,4.23957175925926,type_a,organizational unit 65454,2640.5132722871426,2751.2671599626947,0,1.041944075357599,378
travel permit 11165,34.79635416666667,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7605902777777778,11.305590277777778,2.0,6.1809375,compliant,organizational unit 65454,889.2533577994999,423.4421929074565,0,0.47617722125366446,1
travel permit 11175,36.72994212962963,short,0,12,0,0,6,0,Start trip,Payment Handled,1,1,0,5.008055555555556,0.0,2.0,7.007048611111111,type_a,organizational unit 65472,580.2661771174679,688.7388670124038,1,1.1869360892854124,15
travel permit 11187,108.24813657407407,long,1,11,0,0,4,1,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.04346064814814815,57.474583333333335,6.0,35.1100462962963,compliant,organizational unit 65455,2134.212822566393,2952.398598606963,1,1.3833665356094622,1087
travel permit 11200,77.42150462962964,medium,0,17,2,0,8,1,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,6.309872685185185,65.11163194444444,6.0,,compliant,organizational unit 65456,1105.4042851418249,1988.2538408750956,1,1.7986666666666666,1088
travel permit 11220,42.14361111111111,short,0,10,0,0,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.7735648148148148,4.639965277777778,1.0,6.248854166666667,compliant,organizational unit 65464,334.5956740675099,264.97542060676966,0,0.7919272158710179,1
travel permit 11231,11.707488425925925,short,0,6,2,0,1,0,Start trip,Permit REJECTED by EMPLOYEE,1,0,0,,,2.0,,type_a,organizational unit 65459,101.91184297880662,0.0,0,0.0,149
travel permit 11237,18.73034722222222,short,0,10,0,0,4,0,Start trip,Payment Handled,1,1,0,0.013865740740740741,0.0,6.0,7.055636574074074,type_a,organizational unit 65455,1720.9965068747254,1761.567079930678,0,1.0235738846034192,8
travel permit 1124,290.73662037037036,long,1,12,0,2,4,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,0.3952777777777778,17.61114583333333,0.0,3.1300925925925926,compliant,organizational unit 65454,72.50872913432379,51.89996026907196,0,0.7157753402756005,153
travel permit 11247,50.51005787037037,medium,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,End trip,0,0,0,5.828518518518519,44.68153935185185,0.0,8.99638888888889,compliant,organizational unit 65454,61.842641071526245,27.59174047529049,0,0.4461604484740279,114
travel permit 11260,36.20366898148148,short,0,12,0,0,6,0,Permit SUBMITTED by EMPLOYEE,Payment Handled,0,1,0,8.01388888888889,12.4596875,0.0,10.996747685185186,compliant,organizational unit 65457,59.5771677699741,65.96484476675663,0,1.1072168623631988,2
