case_id,n_rejections,has_violation,submit_to_trip_d,submit_to_adm_d,has_adm_approval
travel permit 11485,4,1,1.3128472222222223,4.6296296296296294e-05,1
travel permit 11517,0,0,2.0669791666666666,2.3148148148148147e-05,1
travel permit 11522,2,0,-4.940289351851852,4.6296296296296294e-05,1
travel permit 11535,0,0,-0.9356597222222223,5.787037037037037e-05,1
travel permit 1154,0,0,41.58810185185185,0.0003356481481481481,1
travel permit 11545,0,0,6.442534722222222,2.3148148148148147e-05,1
travel permit 11556,4,0,-8.7509375,0.0004050925925925926,1
travel permit 11574,0,1,57.21226851851852,0.0001273148148148148,1
travel permit 11592,4,0,-9.805347222222222,3.472222222222222e-05,1
travel permit 11612,2,1,58.317939814814814,2.3148148148148147e-05,1
travel permit 11640,0,0,38.31446759259259,3.472222222222222e-05,1
travel permit 11652,0,1,69.31175925925926,2.3148148148148147e-05,1
travel permit 11669,0,0,36.357326388888886,0.0004861111111111111,1
travel permit 1167,2,1,2.5854398148148148,5.787037037037037e-05,1
travel permit 11682,0,0,48.60810185185185,3.472222222222222e-05,1
travel permit 11692,0,1,0.01269675925925926,3.472222222222222e-05,1
travel permit 11704,0,0,4.434444444444445,4.6296296296296294e-05,1
travel permit 11715,0,0,2.290636574074074,3.472222222222222e-05,1
travel permit 11727,0,0,11.264282407407407,0.00028935185185185184,1
travel permit 11733,0,0,0.5406597222222222,2.3148148148148147e-05,1
travel permit 11739,0,1,101.54650462962962,0.00034722222222222224,1
travel permit 11757,0,0,0.35609953703703706,2.3148148148148147e-05,1
travel permit 11763,0,1,12.445729166666666,3.472222222222222e-05,1
travel permit 11775,0,0,9.401608796296296,0.00017361111111111112,1
travel permit 11786,0,0,11.68068287037037,2.3148148148148147e-05,1
travel permit 11796,2,1,3.538715277777778,0.00011574074074074075,1
travel permit 11810,0,0,44.485219907407405,0.00011574074074074075,1
travel permit 11816,0,0,5.789560185185185,0.00010416666666666667,1
travel permit 1182,0,0,1.4006944444444445,5.787037037037037e-05,1
travel permit 11826,4,1,1.6382407407407407,2.3148148148148147e-05,1
travel permit 11848,2,0,1.638136574074074,5.787037037037037e-05,1
travel permit 11862,0,0,11.542349537037037,2.3148148148148147e-05,1
travel permit 11869,0,0,0.5569097222222222,2.3148148148148147e-05,1
travel permit 11879,0,0,9.5509375,2.3148148148148147e-05,1
travel permit 11890,0,0,0.47932870370370373,2.3148148148148147e-05,1
travel permit 11896,0,0,-299.6402199074074,1.9265162037037038,1
travel permit 11906,0,1,91.52597222222222,2.3148148148148147e-05,1
travel permit 11919,0,0,-3.60875,2.3148148148148147e-05,1
travel permit 11929,0,0,0.29810185185185184,0.00024305555555555555,1
travel permit 11935,0,0,34.458819444444444,0.0008680555555555555,1
travel permit 1194,0,1,1.3688425925925927,0.007546296296296297,1
travel permit 11946,0,0,0.43083333333333335,2.3148148148148147e-05,1
travel permit 11957,2,1,72.38918981481481,21.103252314814814,1
travel permit 11972,0,0,82.61739583333333,1.1574074074074073e-05,1
travel permit 11977,0,0,0.5208217592592592,2.3148148148148147e-05,1
travel permit 11988,0,1,14.935543981481482,5.787037037037037e-05,1
travel permit 12000,0,0,115.37673611111111,2.3148148148148147e-05,1
travel permit 12005,0,0,3.1141550925925925,2.3148148148148147e-05,1
travel permit 12017,2,1,64.37607638888889,5.787037037037037e-05,1
travel permit 12035,0,0,101.45868055555556,0.0018171296296296297,1
travel permit 12046,0,0,36.17888888888889,3.472222222222222e-05,1
travel permit 12055,0,0,37.129375,4.6296296296296294e-05,1
travel permit 12061,0,0,38.42644675925926,9.259259259259259e-05,1
travel permit 12073,0,0,15.410324074074074,4.6296296296296294e-05,1
travel permit 12085,0,0,29.575370370370372,6.944444444444444e-05,1
travel permit 1209,2,1,67.56908564814815,0.0001388888888888889,1
travel permit 12095,0,0,61.54895833333333,5.787037037037037e-05,1
travel permit 12108,2,0,32.461921296296296,3.472222222222222e-05,1
travel permit 12123,2,0,51.40241898148148,0.0001273148148148148,1
travel permit 12139,0,0,52.532546296296296,6.944444444444444e-05,1
travel permit 12150,0,0,8.919305555555555,0.00016203703703703703,1
travel permit 12156,2,1,-8.327615740740741,3.356122685185185,1
travel permit 12169,0,1,-60.5140625,3.472222222222222e-05,1
travel permit 12180,0,0,5.4849652777777775,3.472222222222222e-05,1
travel permit 12190,0,1,,,0
travel permit 12192,0,0,-0.2882638888888889,0.00015046296296296297,1
travel permit 12202,0,1,36.47769675925926,3.472222222222222e-05,1
travel permit 12214,0,1,114.3966550925926,4.6296296296296294e-05,1
travel permit 12224,0,0,5.376099537037037,0.0002662037037037037,1
travel permit 12234,0,0,3.374178240740741,6.944444444444444e-05,1
travel permit 12240,0,0,33.351712962962964,1.1574074074074073e-05,1
travel permit 12246,0,0,57.33971064814815,1.1574074074074073e-05,1
travel permit 12251,0,0,52.32597222222222,0.0009953703703703704,1
travel permit 12257,0,0,-27.471261574074074,5.787037037037037e-05,1
travel permit 12267,2,1,71.33616898148148,3.472222222222222e-05,1
travel permit 12277,0,0,-218.66604166666667,5.787037037037037e-05,1
travel permit 1228,0,0,16.144212962962964,0.00015046296296296297,1
travel permit 12284,0,1,57.181736111111114,4.6296296296296294e-05,1
travel permit 12303,0,0,126.61133101851851,3.472222222222222e-05,1
travel permit 12308,2,0,10.461006944444444,6.944444444444444e-05,1
travel permit 12321,2,1,98.87534722222222,5.787037037037037e-05,1
travel permit 12341,0,1,54.5327662037037,2.3148148148148147e-05,1
travel permit 12360,0,0,42.242465277777775,2.3148148148148147e-05,1
travel permit 12372,2,1,54.241655092592595,,0
travel permit 12376,0,0,53.540219907407405,0.00018518518518518518,1
travel permit 12387,0,0,-9.738877314814815,2.3148148148148147e-05,1
travel permit 1239,0,0,120.10339120370371,5.787037037037037e-05,1
travel permit 12393,0,0,85.4365625,3.472222222222222e-05,1
travel permit 12405,0,0,114.42423611111111,0.0011689814814814816,1
travel permit 12415,2,1,33.40971064814815,2.3148148148148147e-05,1
travel permit 12433,2,1,42.40759259259259,2.3148148148148147e-05,1
travel permit 12455,0,0,1.3610648148148148,2.3148148148148147e-05,1
travel permit 12460,0,0,63.335902777777775,3.472222222222222e-05,1
travel permit 12473,2,1,68.49091435185186,5.787037037037037e-05,1
travel permit 12496,2,0,37.48135416666667,5.787037037037037e-05,1
travel permit 1251,0,0,2.5441203703703703,5.787037037037037e-05,1
travel permit 12510,2,1,-29.58076388888889,5.174537037037037,1
travel permit 12533,0,0,55.20975694444444,1.623599537037037,1
travel permit 12540,2,1,31.25494212962963,1.9233333333333333,1
travel permit 12548,0,0,5.240613425925926,5.787037037037037e-05,1
travel permit 12554,0,0,85.40055555555556,3.472222222222222e-05,1
travel permit 12560,0,0,106.39921296296296,3.472222222222222e-05,1
travel permit 12566,0,0,140.39671296296297,3.472222222222222e-05,1
travel permit 12572,0,0,4.613958333333334,2.3148148148148147e-05,1
travel permit 12577,0,0,31.47675925925926,6.944444444444444e-05,1
travel permit 12584,0,1,134.45991898148148,3.472222222222222e-05,1
travel permit 12598,0,0,31.338993055555555,1.1574074074074073e-05,1
travel permit 12603,0,0,146.33171296296297,2.3148148148148147e-05,1
travel permit 12608,0,0,171.3307175925926,2.3148148148148147e-05,1
travel permit 12613,0,0,209.32925925925926,1.1574074074074073e-05,1
travel permit 12619,2,1,-30.463368055555556,2.3148148148148147e-05,1
travel permit 1262,0,0,-22.482708333333335,4.6296296296296294e-05,1
travel permit 12625,0,0,19.51101851851852,5.787037037037037e-05,1
travel permit 12630,0,0,21.388217592592593,4.6296296296296294e-05,1
travel permit 12636,0,0,18.280578703703704,5.787037037037037e-05,1
travel permit 12641,0,0,-0.3981018518518519,2.3148148148148147e-05,1
travel permit 12647,0,0,150.57859953703704,0.00020833333333333335,1
travel permit 12655,0,0,16.442511574074075,3.472222222222222e-05,1
travel permit 12661,0,0,22.43976851851852,0.0013425925925925925,1
travel permit 12666,0,0,22.439016203703705,4.6296296296296294e-05,1
travel permit 12671,2,1,1.4581481481481482,0.0007986111111111112,1
travel permit 12687,0,0,6.263136574074074,2.3148148148148147e-05,1
travel permit 12699,0,0,266.13287037037037,6.944444444444444e-05,1
travel permit 12705,0,0,209.20875,5.787037037037037e-05,1
travel permit 12711,0,0,177.53497685185187,0.00028935185185185184,1
travel permit 12716,0,0,48.42168981481481,2.3148148148148147e-05,1
travel permit 12721,0,0,66.42097222222222,2.3148148148148147e-05,1
travel permit 12726,4,1,40.59678240740741,1.1574074074074073e-05,1
travel permit 1273,0,0,37.47527777777778,4.6296296296296294e-05,1
travel permit 12772,2,1,33.54251157407408,0.00017361111111111112,1
travel permit 12791,0,0,16.507986111111112,2.3148148148148147e-05,1
travel permit 12801,0,0,36.484722222222224,2.3148148148148147e-05,1
travel permit 12812,2,0,33.41125,0.00020833333333333335,1
travel permit 12827,5,1,67.3490162037037,0.0002546296296296296,1
travel permit 1284,0,0,-21.646909722222222,2.3148148148148147e-05,1
travel permit 12846,4,1,56.1258912037037,3.472222222222222e-05,1
travel permit 12872,0,1,64.53775462962963,0.0006597222222222222,1
travel permit 12885,2,0,18.330844907407407,8.101851851851852e-05,1
travel permit 12900,0,0,3.5696064814814816,3.472222222222222e-05,1
travel permit 12910,2,1,51.41628472222222,3.472222222222222e-05,1
travel permit 12925,2,0,23.40287037037037,0.0001388888888888889,1
travel permit 12938,2,1,47.36032407407407,3.472222222222222e-05,1
travel permit 12959,2,0,39.08914351851852,2.3148148148148147e-05,1
travel permit 1297,2,0,-15.431064814814814,6.944444444444444e-05,1
travel permit 12973,0,0,60.54650462962963,0.0002546296296296296,1
travel permit 12986,2,0,35.381087962962965,8.101851851851852e-05,1
travel permit 13001,2,1,11.320358796296297,2.3148148148148147e-05,1
travel permit 13022,0,0,22.296446759259258,3.472222222222222e-05,1
travel permit 13034,0,0,1.508761574074074,4.6296296296296294e-05,1
travel permit 13046,0,1,24.39162037037037,2.3148148148148147e-05,1
travel permit 13053,0,0,30.529085648148147,0.0008796296296296296,1
travel permit 13059,0,0,51.40708333333333,2.3148148148148147e-05,1
travel permit 13065,0,1,43.277002314814816,0.002210648148148148,1
travel permit 13077,0,0,19.161354166666666,4.6296296296296294e-05,1
travel permit 13082,0,1,-36.41207175925926,2.3148148148148147e-05,1
travel permit 13088,0,0,37.378252314814816,0.00011574074074074075,1
travel permit 13094,0,0,71.02516203703703,12.79295138888889,1
travel permit 13101,0,0,68.49791666666667,3.472222222222222e-05,1
travel permit 13108,0,0,2.3705555555555557,0.0037847222222222223,1
travel permit 1311,0,0,1.5165162037037037,3.472222222222222e-05,1
travel permit 13115,2,0,-3.610613425925926,3.472222222222222e-05,1
travel permit 13130,2,0,-8.389108796296297,0.00011574074074074075,1
travel permit 13145,0,1,23.405127314814816,5.787037037037037e-05,1
travel permit 13163,0,1,30.398356481481482,0.00016203703703703703,1
travel permit 13177,0,0,0.5467939814814815,1.1574074074074073e-05,1
travel permit 13189,0,0,55.393564814814816,3.472222222222222e-05,1
travel permit 13195,0,0,200.32153935185184,0.0005555555555555556,1
travel permit 13200,0,0,173.31612268518518,10.141747685185186,1
travel permit 13205,0,0,4.4342245370370375,5.787037037037037e-05,1
travel permit 13210,2,1,4.41050925925926,4.6296296296296294e-05,1
travel permit 13226,2,1,66.41049768518519,3.472222222222222e-05,1
travel permit 13242,0,0,66.37092592592593,2.3148148148148147e-05,1
travel permit 13247,6,1,46.32900462962963,3.472222222222222e-05,1
travel permit 1325,2,0,-7.644375,3.472222222222222e-05,1
travel permit 13271,0,0,7.326053240740741,4.6296296296296294e-05,1
travel permit 13276,0,0,9.31494212962963,2.3148148148148147e-05,1
travel permit 13286,0,0,-5.683020833333333,1.1574074074074073e-05,1
travel permit 13296,0,0,39.484537037037036,4.6296296296296294e-05,1
travel permit 13308,0,0,3.4837962962962963,8.101851851851852e-05,1
travel permit 13318,0,1,27.54628472222222,1.1574074074074073e-05,1
travel permit 13330,2,1,13.5309375,1.0943981481481482,1
travel permit 13344,0,0,22.51699074074074,3.472222222222222e-05,1
travel permit 13354,0,0,26.13457175925926,4.6296296296296294e-05,1
travel permit 13366,0,1,15.516261574074074,6.944444444444444e-05,1
travel permit 13381,0,0,36.6025,2.3148148148148147e-05,1
travel permit 13391,0,0,2.273599537037037,0.7587037037037037,1
travel permit 13397,4,1,27.415046296296296,0.00016203703703703703,1
travel permit 1342,4,1,69.3266087962963,0.0001388888888888889,1
travel permit 13421,2,0,4.414282407407407,8.101851851851852e-05,1
travel permit 13434,0,0,0.6023148148148149,2.3148148148148147e-05,1
travel permit 13439,0,1,72.3097337962963,2.3148148148148147e-05,1
travel permit 13449,0,0,45.33964120370371,0.002210648148148148,1
travel permit 13456,0,0,9.373935185185186,8.101851851851852e-05,1
travel permit 13468,0,0,123.57175925925925,3.472222222222222e-05,1
travel permit 13476,0,0,11.433078703703703,4.6296296296296294e-05,1
travel permit 13481,0,0,-1.5712962962962962,4.6296296296296294e-05,1
travel permit 13491,0,0,27.55412037037037,4.6296296296296294e-05,1
travel permit 13504,2,0,31.556261574074075,0.00010416666666666667,1
travel permit 13517,0,0,3.5888425925925924,3.472222222222222e-05,1
travel permit 13527,2,0,40.554780092592594,0.0002662037037037037,1
travel permit 13541,4,1,5.490289351851852,0.08826388888888889,1
travel permit 13558,2,0,11.488460648148148,1.1574074074074073e-05,1
travel permit 13571,0,0,13.621412037037038,1.1574074074074073e-05,1
travel permit 13581,0,0,25.855451388888888,4.6296296296296294e-05,1
travel permit 13587,0,1,-2.467719907407407,4.6296296296296294e-05,1
travel permit 13598,0,1,73.52892361111111,5.787037037037037e-05,1
travel permit 13615,2,1,-4.636469907407408,2.9329976851851853,1
travel permit 13629,0,0,-0.39469907407407406,2.3148148148148147e-05,1
travel permit 13634,0,0,25.47445601851852,5.787037037037037e-05,1
travel permit 13644,0,0,0.4245949074074074,2.3148148148148147e-05,1
travel permit 13654,0,0,20.293819444444445,2.3148148148148147e-05,1
travel permit 13667,2,1,66.27983796296296,3.472222222222222e-05,1
travel permit 1368,0,0,15.230358796296295,0.0001388888888888889,1
travel permit 13684,2,1,107.46150462962963,2.3148148148148147e-05,1
travel permit 13703,0,0,113.40868055555555,0.00038194444444444446,1
travel permit 13713,2,1,61.6496412037037,0.00015046296296296297,1
travel permit 13737,0,0,79.47172453703703,0.00016203703703703703,1
travel permit 13748,0,0,99.09329861111111,2.3148148148148147e-05,1
travel permit 13759,0,0,2.583622685185185,0.00024305555555555555,1
travel permit 13770,0,1,39.32473379629629,2.3148148148148147e-05,1
travel permit 13793,2,1,155.27819444444444,0.0003587962962962963,1
travel permit 1380,0,0,5.937754629629629,3.472222222222222e-05,1
travel permit 13833,0,0,19.466805555555556,3.472222222222222e-05,1
travel permit 13843,0,0,50.294444444444444,2.3148148148148147e-05,1
travel permit 13850,0,0,1.532337962962963,3.472222222222222e-05,1
travel permit 1386,0,0,48.62039351851852,5.787037037037037e-05,1
travel permit 13862,0,0,47.5387037037037,2.3148148148148147e-05,1
travel permit 13867,0,0,22.423344907407408,0.0004861111111111111,1
travel permit 13879,0,1,100.13265046296296,5.787037037037037e-05,1
travel permit 13895,2,1,40.565185185185186,0.0001273148148148148,1
travel permit 13916,0,1,21.431157407407408,2.3148148148148147e-05,1
travel permit 13934,2,1,78.45283564814815,2.3148148148148147e-05,1
travel permit 13952,2,1,39.44960648148148,6.944444444444444e-05,1
travel permit 1397,0,1,114.61569444444444,2.3148148148148147e-05,1
travel permit 13975,2,1,36.47106481481482,,0
travel permit 13979,0,0,53.38831018518518,2.3148148148148147e-05,1
travel permit 13985,0,0,22.514907407407406,2.3148148148148147e-05,1
travel permit 13990,0,0,86.57201388888889,0.0006018518518518519,1
travel permit 13997,0,0,39.553148148148146,0.00030092592592592595,1
travel permit 14003,0,0,135.52421296296296,55.03,1
travel permit 14009,0,0,-191.47665509259258,4.6296296296296294e-05,1
travel permit 14015,0,0,137.5223726851852,55.07304398148148,1
travel permit 14020,0,0,38.325821759259256,5.787037037037037e-05,1
travel permit 14025,0,0,31.380590277777777,9.259259259259259e-05,1
travel permit 14035,0,0,-33.67002314814815,2.3148148148148147e-05,1
travel permit 14046,4,1,6.31792824074074,0.0002314814814814815,1
travel permit 14064,0,0,21.538229166666667,0.00018518518518518518,1
travel permit 14070,0,0,86.34815972222222,2.3148148148148147e-05,1
travel permit 14076,0,0,5.311307870370371,0.007106481481481482,1
travel permit 14081,0,0,-6.527025462962963,4.6296296296296294e-05,1
travel permit 14093,0,0,49.55806712962963,3.472222222222222e-05,1
travel permit 14098,0,0,-66.46035879629629,3.472222222222222e-05,1
travel permit 14109,2,0,27.500925925925927,3.472222222222222e-05,1
travel permit 14125,0,1,-34.517106481481484,0.0002199074074074074,1
travel permit 14139,0,0,103.45921296296297,0.060925925925925925,1
travel permit 14146,0,0,-0.38091435185185185,3.472222222222222e-05,1
travel permit 1415,0,1,163.34998842592591,3.472222222222222e-05,1
travel permit 14151,0,0,0.6015277777777778,3.472222222222222e-05,1
travel permit 14161,0,0,83.25766203703704,3.472222222222222e-05,1
travel permit 14166,2,1,40.52934027777778,0.9511805555555556,1
travel permit 14180,2,0,52.60326388888889,8.101851851851852e-05,1
travel permit 14193,2,1,-16.448564814814816,6.944444444444444e-05,1
travel permit 14224,0,0,6.505694444444444,5.787037037037037e-05,1
travel permit 14237,0,0,24.569872685185185,2.3148148148148147e-05,1
travel permit 14249,0,0,11.418310185185184,4.6296296296296294e-05,1
travel permit 14262,0,0,17.36861111111111,0.0004398148148148148,1
travel permit 14267,0,0,4.552060185185185,3.472222222222222e-05,1
travel permit 14272,0,1,56.44997685185185,0.00019675925925925926,1
travel permit 14289,0,0,2.3857291666666667,3.472222222222222e-05,1
travel permit 14300,0,1,44.396631944444444,8.101851851851852e-05,1
travel permit 14318,0,1,53.307060185185186,3.472222222222222e-05,1
travel permit 1432,0,0,7.641481481481481,5.787037037037037e-05,1
travel permit 14345,0,0,20.34728009259259,5.787037037037037e-05,1
travel permit 14355,2,0,-81.38336805555555,1.1574074074074073e-05,1
travel permit 14369,0,0,133.3726388888889,5.787037037037037e-05,1
travel permit 14376,0,0,-2.561354166666667,0.0001273148148148148,1
travel permit 14387,0,0,0.40119212962962963,1.1574074074074073e-05,1
travel permit 14398,0,0,33.492592592592594,2.3148148148148147e-05,1
travel permit 14411,0,1,135.57189814814814,6.055081018518519,1
travel permit 1444,6,1,111.51221064814816,0.00015046296296296297,1
travel permit 14441,0,0,18.58127314814815,6.944444444444444e-05,1
travel permit 14447,0,0,-0.581400462962963,0.00020833333333333335,1
travel permit 14459,0,0,-88.37815972222222,4.6296296296296294e-05,1
travel permit 14471,0,0,76.31268518518519,3.472222222222222e-05,1
travel permit 14481,2,1,2.4455092592592593,0.17306712962962964,1
travel permit 14497,0,1,76.34123842592592,0.00047453703703703704,1
travel permit 14513,0,0,1.2731481481481481,6.944444444444444e-05,1
travel permit 14520,0,0,24.54340277777778,6.944444444444444e-05,1
travel permit 14531,0,0,63.50011574074074,4.6296296296296294e-05,1
travel permit 14537,2,1,34.333634259259256,0.00016203703703703703,1
travel permit 14554,2,0,7.142280092592593,4.6296296296296294e-05,1
