case:concept:name,start_time,end_time,duration_hours,duration_days
travel permit 1134,2018-03-05 10:13:19+00:00,2018-07-05 17:31:35+00:00,2935.3044444444445,122.30435185185185
travel permit 11346,2018-11-09 14:39:00+00:00,2018-12-20 17:31:29+00:00,986.8747222222222,41.11978009259259
travel permit 11361,2018-11-09 14:44:31+00:00,2018-12-20 17:31:29+00:00,986.7827777777778,41.115949074074074
travel permit 11371,2018-12-04 11:46:32+00:00,2019-05-01 06:00:55+00:00,3546.239722222222,147.7599884259259
travel permit 11383,2018-12-05 15:24:47+00:00,2018-12-12 00:00:00+00:00,152.58694444444444,6.357789351851852
travel permit 11389,2018-12-10 13:27:19+00:00,2019-03-09 00:00:00+00:00,2122.5447222222224,88.43936342592593
travel permit 11395,2018-12-10 17:36:01+00:00,2019-02-07 00:00:00+00:00,1398.3997222222222,58.26665509259259
travel permit 11401,2018-12-10 17:37:36+00:00,2019-01-24 00:00:00+00:00,1062.3733333333332,44.26555555555555
travel permit 11407,2018-12-05 00:00:00+00:00,2019-04-01 06:00:55+00:00,2814.0152777777776,117.25063657407406
travel permit 11412,2018-12-11 11:44:01+00:00,2019-07-01 06:01:07+00:00,4842.285,201.761875
travel permit 11417,2018-11-14 00:00:00+00:00,2018-12-12 16:03:17+00:00,688.0547222222223,28.66894675925926
travel permit 11421,2018-06-30 11:38:07+00:00,2018-08-16 17:31:23+00:00,1133.8877777777777,47.24532407407407
travel permit 11434,2018-07-04 21:27:31+00:00,2018-09-03 17:31:13+00:00,1460.0616666666667,60.83590277777778
travel permit 11451,2018-07-05 14:21:56+00:00,2018-09-24 17:31:07+00:00,1947.1530555555555,81.13137731481481
travel permit 11461,2018-07-06 11:34:48+00:00,2018-10-22 17:31:25+00:00,2597.9436111111113,108.24765046296297
travel permit 11474,2018-07-06 16:22:20+00:00,2018-08-27 17:31:17+00:00,1249.1491666666666,52.04788194444444
travel permit 11485,2018-07-06 16:29:30+00:00,2018-10-25 17:31:42+00:00,2665.036666666667,111.04319444444445
travel permit 11517,2018-07-06 22:23:33+00:00,2018-12-01 06:00:52+00:00,3535.6219444444446,147.31758101851852
travel permit 11522,2018-07-02 00:00:00+00:00,2018-08-23 17:31:15+00:00,1265.5208333333333,52.73003472222222
travel permit 11535,2018-07-07 00:00:00+00:00,2018-12-13 17:31:08+00:00,3833.518888888889,159.7299537037037
travel permit 1154,2018-01-25 09:53:08+00:00,2018-03-29 17:31:11+00:00,1519.6341666666667,63.31809027777778
travel permit 11545,2018-07-09 13:22:45+00:00,2018-08-09 17:31:39+00:00,748.1483333333333,31.17284722222222
travel permit 11556,2018-07-01 00:00:00+00:00,2018-08-06 17:31:06+00:00,881.5183333333333,36.729930555555555
travel permit 11574,2018-07-09 18:54:20+00:00,2018-09-20 17:31:17+00:00,1750.6158333333333,72.94232638888889
travel permit 11592,2018-06-30 00:00:00+00:00,2018-08-16 17:31:23+00:00,1145.5230555555556,47.730127314814816
travel permit 11612,2018-07-10 16:22:10+00:00,2018-09-27 17:31:24+00:00,1897.1538888888888,79.0480787037037
travel permit 11640,2018-07-10 16:27:10+00:00,2018-12-22 00:00:00+00:00,3943.5472222222224,164.3144675925926
travel permit 11652,2018-07-10 16:31:04+00:00,2018-09-27 17:31:24+00:00,1897.0055555555555,79.04189814814815
travel permit 11669,2018-07-11 15:25:27+00:00,2018-09-10 17:31:24+00:00,1466.0991666666666,61.087465277777774
travel permit 1167,2018-01-25 09:56:58+00:00,2018-02-08 17:31:11+00:00,343.5702777777778,14.315428240740742
travel permit 11682,2018-07-12 09:24:20+00:00,2018-09-10 17:31:24+00:00,1448.1177777777777,60.33824074074074
travel permit 11692,2018-07-12 23:41:43+00:00,2018-10-11 17:31:07+00:00,2177.8233333333333,90.74263888888889
travel permit 11704,2018-07-13 13:34:24+00:00,2018-08-30 17:31:13+00:00,1155.9469444444444,48.164456018518514
travel permit 11715,2018-11-12 17:01:29+00:00,2018-12-10 17:31:27+00:00,672.4994444444444,28.020810185185184
travel permit 11727,2018-11-12 17:39:26+00:00,2019-02-01 06:00:39+00:00,1932.3536111111111,80.5147337962963
travel permit 11733,2018-11-19 11:01:27+00:00,2019-01-01 06:00:19+00:00,1026.9811111111112,42.790879629629636
travel permit 11739,2018-11-20 10:53:02+00:00,2019-03-08 00:00:00+00:00,2581.116111111111,107.54650462962962
travel permit 11757,2018-11-21 15:27:13+00:00,2019-03-01 06:01:02+00:00,2390.563611111111,99.60681712962963
travel permit 11763,2018-11-22 13:18:09+00:00,2018-12-13 17:31:08+00:00,508.2163888888889,21.17568287037037
travel permit 11775,2018-11-22 14:21:41+00:00,2018-12-10 17:31:27+00:00,435.16277777777776,18.131782407407407
travel permit 11786,2018-11-23 07:39:49+00:00,2018-12-20 17:31:29+00:00,657.8611111111111,27.41087962962963
travel permit 11796,2018-11-23 11:04:15+00:00,2018-12-03 17:31:23+00:00,246.45222222222222,10.268842592592593
travel permit 11810,2018-11-23 12:21:17+00:00,2019-01-16 00:00:00+00:00,1283.6452777777777,53.485219907407405
travel permit 11816,2018-11-26 05:03:02+00:00,2019-01-24 17:31:44+00:00,1428.4783333333332,59.519930555555554
travel permit 1182,2018-01-25 14:23:00+00:00,2018-02-26 17:31:27+00:00,771.1408333333334,32.13086805555556
travel permit 11826,2018-11-26 08:40:56+00:00,2019-01-07 17:31:13+00:00,1016.8380555555556,42.36825231481482
travel permit 11848,2018-11-26 08:41:05+00:00,2018-12-13 17:31:08+00:00,416.83416666666665,17.368090277777778
travel permit 11862,2018-11-26 10:59:01+00:00,2018-12-19 00:00:00+00:00,541.0163888888889,22.542349537037037
travel permit 11869,2018-11-27 10:38:03+00:00,2018-12-06 17:31:34+00:00,222.89194444444445,9.287164351851851
travel permit 11879,2018-11-27 10:46:39+00:00,2018-12-20 17:31:29+00:00,558.7472222222223,23.28113425925926
travel permit 11890,2018-11-27 12:29:46+00:00,2018-12-04 14:21:24+00:00,169.86055555555555,7.077523148148148
travel permit 11896,2018-02-02 00:00:00+00:00,2018-12-06 17:31:34+00:00,7385.526111111111,307.73025462962966
travel permit 11906,2018-11-29 11:22:36+00:00,2019-07-01 06:00:59+00:00,5130.639722222222,213.7766550925926
travel permit 11919,2018-11-26 00:00:00+00:00,2018-12-06 17:31:34+00:00,257.5261111111111,10.730254629629629
travel permit 11929,2018-11-29 16:50:44+00:00,2019-03-01 06:00:57+00:00,2197.1702777777778,91.54876157407408
travel permit 11935,2018-07-14 12:59:18+00:00,2018-09-13 17:31:15+00:00,1468.5325,61.188854166666665
travel permit 1194,2018-01-25 15:08:52+00:00,2018-03-15 17:31:15+00:00,1178.3730555555555,49.098877314814814
travel permit 11946,2018-07-16 13:39:36+00:00,2018-09-10 17:31:24+00:00,1347.8633333333332,56.16097222222222
travel permit 11957,2018-07-17 14:39:34+00:00,2018-10-22 17:31:25+00:00,2330.8641666666667,97.11934027777778
travel permit 11972,2018-07-18 09:10:57+00:00,2019-02-01 06:00:59+00:00,4748.833888888889,197.86807870370373
travel permit 11977,2018-07-19 11:30:01+00:00,2018-09-13 17:31:15+00:00,1350.0205555555556,56.250856481481485
travel permit 11988,2018-07-20 01:32:49+00:00,2018-09-27 17:31:24+00:00,1671.9763888888888,69.66568287037036
travel permit 12000,2018-07-21 14:57:30+00:00,2019-03-01 06:01:04+00:00,5343.059444444444,222.62747685185184
travel permit 12005,2018-07-21 21:15:37+00:00,2018-10-04 17:31:16+00:00,1796.2608333333333,74.84420138888889
travel permit 12017,2018-07-22 14:58:27+00:00,2018-10-08 17:31:16+00:00,1874.5469444444445,78.10612268518518
travel permit 12035,2018-07-23 12:59:30+00:00,2018-12-03 17:31:23+00:00,3196.531388888889,133.18880787037037
travel permit 12046,2018-07-23 19:42:24+00:00,2018-09-03 09:08:16+00:00,997.4311111111111,41.55962962962963
travel permit 12055,2018-07-23 20:53:42+00:00,2019-01-01 06:00:41+00:00,3873.116388888889,161.37984953703705
travel permit 12061,2018-07-24 13:45:55+00:00,2018-09-27 17:31:24+00:00,1563.7580555555555,65.15658564814815
travel permit 12073,2018-07-24 14:09:08+00:00,2018-10-01 17:31:14+00:00,1659.3683333333333,69.14034722222222
travel permit 12085,2018-07-25 10:11:28+00:00,2018-09-03 17:31:13+00:00,967.3291666666667,40.30538194444444
travel permit 1209,2018-01-26 10:20:31+00:00,2018-05-03 17:31:16+00:00,2335.179166666667,97.29913194444445
travel permit 12095,2018-07-26 10:49:30+00:00,2018-10-18 17:31:17+00:00,2022.6963888888888,84.2790162037037
travel permit 12108,2018-07-26 12:54:50+00:00,2018-10-11 17:31:07+00:00,1852.6047222222223,77.19186342592593
travel permit 12123,2018-07-26 14:20:31+00:00,2018-10-25 17:31:42+00:00,2187.186388888889,91.1327662037037
travel permit 12139,2018-07-27 11:13:08+00:00,2018-10-15 17:31:12+00:00,1926.3011111111111,80.26254629629629
travel permit 12150,2018-11-30 01:56:12+00:00,2019-04-01 06:00:54+00:00,2932.0783333333334,122.16993055555555
travel permit 12156,2018-11-22 00:00:00+00:00,2018-12-20 17:31:29+00:00,689.5247222222222,28.730196759259258
travel permit 12169,2018-10-01 00:00:00+00:00,2018-12-13 17:31:08+00:00,1769.5188888888888,73.7299537037037
travel permit 12180,2018-12-01 12:21:39+00:00,2019-01-07 17:31:13+00:00,893.1594444444445,37.21497685185185
travel permit 12190,2018-10-26 00:00:00+00:00,2018-12-03 04:37:38+00:00,916.6272222222223,38.19280092592593
travel permit 12192,2018-12-04 00:00:00+00:00,2019-01-17 17:31:39+00:00,1073.5275,44.7303125
travel permit 12202,2018-12-04 12:32:07+00:00,2019-01-18 00:00:00+00:00,1067.4647222222222,44.47769675925926
travel permit 12214,2018-12-04 14:28:49+00:00,2019-04-06 00:00:00+00:00,2937.5197222222223,122.3966550925926
travel permit 12224,2018-12-06 14:58:25+00:00,2019-01-10 17:31:08+00:00,842.5452777777778,35.10605324074074
travel permit 12234,2018-12-06 15:01:11+00:00,2019-02-01 06:00:30+00:00,1358.9886111111111,56.624525462962964
travel permit 12240,2018-12-10 15:33:32+00:00,2019-03-01 06:00:36+00:00,1934.451111111111,80.60212962962963
travel permit 12246,2018-12-10 15:50:49+00:00,2019-02-10 00:00:00+00:00,1472.1530555555555,61.33971064814815
travel permit 12251,2018-12-10 16:10:36+00:00,2019-08-01 06:00:48+00:00,5605.836666666667,233.57652777777778
travel permit 12257,2018-11-14 00:00:00+00:00,2018-12-20 17:31:29+00:00,881.5247222222222,36.73019675925926
travel permit 12267,2018-12-11 15:55:55+00:00,2019-02-24 00:00:00+00:00,1784.0680555555555,74.33616898148148
travel permit 12277,2018-05-07 00:00:00+00:00,2019-03-01 06:00:51+00:00,7158.014166666667,298.2505902777778
travel permit 1228,2018-01-28 20:32:20+00:00,2018-02-26 17:31:27+00:00,692.9852777777778,28.874386574074077
travel permit 12284,2018-07-27 19:38:18+00:00,2018-10-11 17:31:07+00:00,1821.8802777777778,75.91167824074074
travel permit 12303,2018-07-30 09:19:41+00:00,2018-12-07 00:00:00+00:00,3110.6719444444443,129.6113310185185
travel permit 12308,2018-07-31 12:56:09+00:00,2018-09-17 17:31:14+00:00,1156.5847222222221,48.19103009259259
travel permit 12321,2018-08-01 02:59:30+00:00,2018-12-06 17:31:34+00:00,3062.5344444444445,127.60560185185186
travel permit 12341,2018-08-01 11:12:49+00:00,2018-10-18 17:31:17+00:00,1878.3077777777778,78.26282407407408
travel permit 12360,2018-08-01 18:10:51+00:00,2018-09-20 17:31:17+00:00,1199.3405555555555,49.97252314814815
travel permit 12372,2018-08-01 18:12:01+00:00,2018-09-27 00:00:00+00:00,1349.7997222222223,56.241655092592595
travel permit 12376,2018-08-02 11:02:05+00:00,2018-11-05 17:31:18+00:00,2286.4869444444444,95.27028935185184
travel permit 12387,2018-07-28 00:00:00+00:00,2018-12-01 06:00:52+00:00,3030.0144444444445,126.25060185185185
travel permit 1239,2018-01-28 21:31:07+00:00,2018-07-02 17:31:20+00:00,3716.0036111111112,154.8334837962963
travel permit 12393,2018-08-08 13:31:21+00:00,2018-11-19 17:31:19+00:00,2475.9994444444446,103.16664351851853
travel permit 12405,2018-08-08 13:49:06+00:00,2018-12-17 17:31:08+00:00,3147.7005555555556,131.15418981481483
travel permit 12415,2018-08-10 14:10:01+00:00,2018-10-08 17:31:16+00:00,1419.3541666666667,59.13975694444445
travel permit 12433,2018-08-10 14:13:04+00:00,2018-10-11 17:31:07+00:00,1491.3008333333332,62.13753472222222
travel permit 12455,2018-08-10 15:20:04+00:00,2018-12-01 06:00:49+00:00,2702.679166666667,112.61163194444445
travel permit 12460,2018-08-11 15:56:18+00:00,2018-11-12 17:30:46+00:00,2233.5744444444445,93.06560185185185
travel permit 12473,2018-08-12 12:13:05+00:00,2018-12-20 17:31:29+00:00,3125.306666666667,130.22111111111113
travel permit 12496,2018-08-12 12:26:51+00:00,2018-10-11 17:31:07+00:00,1445.0711111111111,60.2112962962963
travel permit 1251,2018-01-29 10:56:28+00:00,2018-02-08 17:31:11+00:00,246.57861111111112,10.274108796296296
travel permit 12510,2018-07-14 00:00:00+00:00,2018-10-18 17:31:17+00:00,2321.521388888889,96.73005787037037
travel permit 12533,2018-08-12 18:57:57+00:00,2018-10-14 00:00:00+00:00,1493.0341666666666,62.20975694444444
travel permit 12540,2018-12-11 17:52:53+00:00,2019-01-20 00:00:00+00:00,942.1186111111111,39.25494212962963
travel permit 12548,2018-12-11 18:13:31+00:00,2019-04-01 06:00:54+00:00,2651.7897222222223,110.49123842592593
travel permit 12554,2018-12-12 14:23:12+00:00,2019-07-01 06:01:21+00:00,4815.635833333334,200.65149305555556
travel permit 12560,2018-12-12 14:25:08+00:00,2019-07-01 06:00:57+00:00,4815.5969444444445,200.6498726851852
travel permit 12566,2018-12-12 14:28:44+00:00,2019-07-01 06:00:40+00:00,4815.532222222222,200.64717592592592
travel permit 12572,2018-12-14 09:15:54+00:00,2018-12-22 00:00:00+00:00,182.735,7.613958333333334
travel permit 12577,2018-12-14 12:33:28+00:00,2019-01-16 00:00:00+00:00,779.4422222222222,32.47675925925926
travel permit 12584,2018-12-14 12:57:43+00:00,2019-07-01 06:00:28+00:00,4769.045833333334,198.71024305555557
travel permit 12598,2018-12-14 15:51:51+00:00,2019-01-27 00:00:00+00:00,1040.1358333333333,43.338993055555555
